timestamps,time,summary,icon,precipIntensity,precipProbability,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,latitude,longitude
2020-07-11 23:00:00+00:00,1594508400,Humid and Partly Cloudy,partly-cloudy-day,0.0012,0.03,rain,80.69,85.7,73.88,0.8,1005.4,9.88,22.5,183,0.32,0,10.0,296.1,42.363796,-71.1087861286
2020-07-12 00:00:00+00:00,1594512000,Humid,clear-day,0.0008,0.02,rain,79.14,82.82,73.92,0.84,1005.6,9.33,20.62,188,0.19,0,10.0,296.7,42.363796,-71.1087861286
2020-07-12 01:00:00+00:00,1594515600,Humid and Partly Cloudy,partly-cloudy-night,0.0,0.0,,78.37,79.93,73.71,0.86,1005.5,10.67,20.56,177,0.46,0,10.0,296.6,42.363796,-71.1087861286
2020-07-12 02:00:00+00:00,1594519200,Humid and Partly Cloudy,partly-cloudy-night,0.0008,0.03,rain,77.69,79.27,73.64,0.87,1005.3,8.99,20.36,179,0.56,0,10.0,296.8,42.363796,-71.1087861286
2020-07-12 03:00:00+00:00,1594522800,Humid and Mostly Cloudy,partly-cloudy-night,0.0018,0.05,rain,77.02,78.55,73.11,0.88,1004.9,8.55,19.71,183,0.63,0,10.0,298.3,42.363796,-71.1087861286
2020-07-12 04:00:00+00:00,1594526400,Humid and Mostly Cloudy,partly-cloudy-night,0.0012,0.03,rain,76.65,78.18,73.03,0.89,1004.4,8.6,21.1,192,0.67,0,10.0,302.7,42.363796,-71.1087861286
2020-07-12 05:00:00+00:00,1594530000,Humid and Partly Cloudy,partly-cloudy-night,0.0014,0.03,rain,76.07,77.55,72.49,0.89,1004.2,9.38,18.78,207,0.54,0,10.0,308.6,42.363796,-71.1087861286
2020-07-12 06:00:00+00:00,1594533600,Humid and Partly Cloudy,partly-cloudy-night,0.0,0.0,,75.35,76.81,72.2,0.9,1003.3,8.38,17.28,190,0.53,0,10.0,314.8,42.363796,-71.1087861286
2020-07-12 07:00:00+00:00,1594537200,Partly Cloudy,partly-cloudy-night,0.0,0.0,,74.6,76.02,71.69,0.91,1003.6,7.34,16.35,190,0.43,0,10.0,314.2,42.363796,-71.1087861286
2020-07-12 08:00:00+00:00,1594540800,Partly Cloudy,partly-cloudy-night,0.0009,0.02,rain,73.57,74.94,71.02,0.92,1003.3,7.99,17.79,190,0.34,0,10.0,310.9,42.363796,-71.1087861286
2020-07-12 09:00:00+00:00,1594544400,Clear,clear-night,0.0003,0.01,rain,73.05,74.33,70.31,0.91,1003.4,7.16,18.07,205,0.3,0,10.0,307.7,42.363796,-71.1087861286
2020-07-12 10:00:00+00:00,1594548000,Clear,clear-day,0.0002,0.01,rain,73.24,74.45,69.82,0.89,1003.7,8.05,17.99,199,0.26,0,10.0,305.7,42.363796,-71.1087861286
2020-07-12 11:00:00+00:00,1594551600,Clear,clear-day,0.0006,0.01,rain,74.79,75.99,70.16,0.86,1003.6,9.81,19.46,224,0.22,1,10.0,303.8,42.363796,-71.1087861286
2020-07-12 12:00:00+00:00,1594555200,Clear,clear-day,0.0,0.0,,77.11,78.23,70.06,0.79,1003.8,9.25,18.46,224,0.05,2,10.0,302.5,42.363796,-71.1087861286
2020-07-12 13:00:00+00:00,1594558800,Clear,clear-day,0.0,0.0,,79.75,82.76,69.83,0.72,1003.5,8.44,18.25,227,0.04,4,10.0,304.1,42.363796,-71.1087861286
2020-07-12 14:00:00+00:00,1594562400,Clear,clear-day,0.0002,0.01,rain,81.81,85.43,69.68,0.67,1004.1,9.98,18.04,242,0.04,6,10.0,304.9,42.363796,-71.1087861286
2020-07-12 15:00:00+00:00,1594566000,Clear,clear-day,0.0,0.0,,83.23,86.97,69.27,0.63,1003.4,8.89,19.8,248,0.1,8,10.0,305.3,42.363796,-71.1087861286
2020-07-12 16:00:00+00:00,1594569600,Clear,clear-day,0.0003,0.01,rain,84.94,88.56,68.55,0.58,1004.2,9.69,18.65,245,0.09,9,10.0,304.7,42.363796,-71.1087861286
2020-07-12 17:00:00+00:00,1594573200,Clear,clear-day,0.0,0.0,,86.01,89.8,68.59,0.56,1003.4,8.89,19.66,258,0.06,9,10.0,303.6,42.363796,-71.1087861286
2020-07-12 18:00:00+00:00,1594576800,Clear,clear-day,0.001,0.01,rain,86.6,90.52,68.65,0.55,1003.8,8.5,18.44,250,0.21,8,10.0,305.6,42.363796,-71.1087861286
2020-07-12 19:00:00+00:00,1594580400,Clear,clear-day,0.0012,0.01,rain,87.58,91.71,68.77,0.54,1003.8,10.03,18.13,248,0.22,7,10.0,304.1,42.363796,-71.1087861286
2020-07-12 20:00:00+00:00,1594584000,Clear,clear-day,0.0,0.0,,87.82,91.86,68.57,0.53,1003.4,9.31,17.67,240,0.19,5,10.0,302.2,42.363796,-71.1087861286
2020-07-12 21:00:00+00:00,1594587600,Clear,clear-day,0.0,0.0,,87.74,91.46,68.12,0.52,1003.7,9.47,18.01,231,0.17,3,10.0,302.2,42.363796,-71.1087861286
2020-07-12 22:00:00+00:00,1594591200,Clear,clear-day,0.0,0.0,,87.17,90.81,68.11,0.53,1003.9,8.38,16.31,236,0.15,1,10.0,305.6,42.363796,-71.1087861286
2020-07-12 23:00:00+00:00,1594594800,Clear,clear-day,0.001,0.01,rain,86.25,89.94,68.37,0.55,1004.6,7.0,15.07,257,0.11,0,10.0,310.8,42.363796,-71.1087861286
2020-07-13 00:00:00+00:00,1594598400,Clear,clear-day,0.0,0.0,,84.06,87.71,68.85,0.6,1005.0,6.45,12.42,226,0.06,0,10.0,314.4,42.363796,-71.1087861286
2020-07-13 01:00:00+00:00,1594602000,Clear,clear-night,0.0008,0.01,rain,81.35,84.56,68.98,0.66,1005.6,6.5,11.75,228,0.05,0,10.0,314.7,42.363796,-71.1087861286
2020-07-13 02:00:00+00:00,1594605600,Clear,clear-night,0.0009,0.01,rain,79.97,82.8,68.94,0.69,1006.4,6.58,13.32,227,0.04,0,10.0,312.7,42.363796,-71.1087861286
2020-07-13 03:00:00+00:00,1594609200,Clear,clear-night,0.001,0.01,rain,78.63,79.55,68.57,0.71,1006.9,6.32,14.87,231,0.05,0,10.0,310.7,42.363796,-71.1087861286
2020-07-13 04:00:00+00:00,1594612800,Clear,clear-night,0.0008,0.01,rain,77.61,78.46,67.96,0.72,1007.2,7.24,14.5,240,0.07,0,10.0,309.3,42.363796,-71.1087861286
2020-07-13 05:00:00+00:00,1594616400,Clear,clear-night,0.0006,0.01,rain,76.09,76.92,67.54,0.75,1007.4,7.55,13.76,229,0.14,0,10.0,307.9,42.363796,-71.1087861286
2020-07-13 06:00:00+00:00,1594620000,Clear,clear-night,0.0,0.0,,75.55,76.37,67.4,0.76,1006.9,4.76,10.63,224,0.17,0,10.0,304.2,42.363796,-71.1087861286
2020-07-13 07:00:00+00:00,1594623600,Clear,clear-night,0.0,0.0,,74.43,75.24,67.08,0.78,1007.1,4.87,9.76,232,0.3,0,10.0,302.7,42.363796,-71.1087861286
2020-07-13 08:00:00+00:00,1594627200,Partly Cloudy,partly-cloudy-night,0.0,0.0,,73.58,74.37,66.83,0.79,1007.5,4.68,9.1,231,0.41,0,10.0,301.6,42.363796,-71.1087861286
2020-07-13 09:00:00+00:00,1594630800,Partly Cloudy,partly-cloudy-night,0.0005,0.01,rain,73.56,74.31,66.54,0.79,1007.4,3.41,7.64,241,0.54,0,10.0,301.4,42.363796,-71.1087861286
2020-07-13 10:00:00+00:00,1594634400,Partly Cloudy,partly-cloudy-day,0.0,0.0,,73.33,74.09,66.56,0.79,1007.9,2.8,6.84,218,0.56,0,10.0,302.9,42.363796,-71.1087861286
2020-07-13 11:00:00+00:00,1594638000,Partly Cloudy,partly-cloudy-day,0.0,0.0,,74.05,74.82,66.76,0.78,1007.7,3.83,7.94,240,0.53,1,10.0,305.4,42.363796,-71.1087861286
2020-07-13 12:00:00+00:00,1594641600,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,75.27,76.07,67.25,0.76,1008.5,3.28,5.74,259,0.67,2,10.0,303.5,42.363796,-71.1087861286
2020-07-13 13:00:00+00:00,1594645200,Partly Cloudy,partly-cloudy-day,0.0,0.0,,76.43,77.28,67.76,0.75,1008.6,3.71,5.64,219,0.55,3,10.0,304.0,42.363796,-71.1087861286
2020-07-13 14:00:00+00:00,1594648800,Partly Cloudy,partly-cloudy-day,0.0014,0.03,rain,77.44,78.3,68.0,0.73,1008.3,3.77,7.44,243,0.51,5,10.0,304.4,42.363796,-71.1087861286
2020-07-13 15:00:00+00:00,1594652400,Partly Cloudy,partly-cloudy-day,0.0014,0.02,rain,78.26,79.18,68.53,0.72,1008.1,4.24,8.25,225,0.42,6,10.0,304.6,42.363796,-71.1087861286
2020-07-13 16:00:00+00:00,1594656000,Partly Cloudy,partly-cloudy-day,0.0056,0.05,rain,82.75,86.44,69.37,0.64,1008.0,5.03,10.68,190,0.42,7,10.0,304.4,42.363796,-71.1087861286
2020-07-13 17:00:00+00:00,1594659600,Partly Cloudy,partly-cloudy-day,0.0147,0.1,rain,84.77,88.83,69.32,0.6,1007.7,6.44,12.65,209,0.41,8,10.0,303.9,42.363796,-71.1087861286
2020-07-13 18:00:00+00:00,1594663200,Clear,clear-day,0.0324,0.18,rain,82.54,86.23,69.46,0.65,1007.6,9.61,17.97,182,0.26,8,9.968,310.3,42.363796,-71.1087861286
2020-07-13 19:00:00+00:00,1594666800,Rain,rain,0.0762,0.57,rain,80.98,84.92,71.06,0.72,1007.5,7.26,15.13,207,0.29,6,9.435,310.1,42.363796,-71.1087861286
2020-07-13 20:00:00+00:00,1594670400,Partly Cloudy,partly-cloudy-day,0.0361,0.21,rain,81.92,85.98,70.55,0.69,1007.4,8.64,14.98,212,0.37,4,10.0,309.2,42.363796,-71.1087861286
2020-07-13 21:00:00+00:00,1594674000,Partly Cloudy,partly-cloudy-day,0.0281,0.22,rain,82.01,85.84,70.02,0.67,1007.6,5.31,10.82,260,0.39,3,10.0,309.2,42.363796,-71.1087861286
2020-07-13 22:00:00+00:00,1594677600,Partly Cloudy,partly-cloudy-day,0.0196,0.18,rain,79.35,82.13,69.54,0.72,1007.8,5.5,9.64,121,0.35,1,10.0,311.0,42.363796,-71.1087861286
2020-07-13 23:00:00+00:00,1594681200,Clear,clear-day,0.0122,0.11,rain,76.91,77.9,68.97,0.77,1008.2,4.44,7.7,95,0.27,0,10.0,313.6,42.363796,-71.1087861286
2020-07-14 00:00:00+00:00,1594684800,Clear,clear-day,0.0114,0.1,rain,74.43,75.44,68.67,0.82,1008.8,3.35,5.19,117,0.12,0,10.0,319.4,42.363796,-71.1087861286
2020-07-14 01:00:00+00:00,1594688400,Clear,clear-night,0.0077,0.07,rain,73.66,74.72,68.91,0.85,1009.1,2.01,3.63,121,0.09,0,9.848,321.7,42.363796,-71.1087861286
2020-07-14 02:00:00+00:00,1594692000,Clear,clear-night,0.0047,0.07,rain,73.83,74.87,68.81,0.84,1009.5,2.07,2.9,211,0.09,0,10.0,323.3,42.363796,-71.1087861286
2020-07-14 03:00:00+00:00,1594695600,Clear,clear-night,0.0035,0.04,rain,73.27,74.31,68.61,0.85,1009.7,2.84,4.18,214,0.09,0,10.0,324.5,42.363796,-71.1087861286
2020-07-14 04:00:00+00:00,1594699200,Clear,clear-night,0.0017,0.02,rain,72.24,73.32,68.6,0.88,1009.9,2.61,7.51,10,0.07,0,10.0,325.4,42.363796,-71.1087861286
2020-07-14 05:00:00+00:00,1594702800,Clear,clear-night,0.0007,0.01,rain,71.09,72.16,68.24,0.91,1009.9,2.37,2.7,38,0.07,0,10.0,325.9,42.363796,-71.1087861286
2020-07-14 06:00:00+00:00,1594706400,Clear,clear-night,0.0,0.0,,70.33,71.36,67.69,0.91,1009.6,1.79,3.01,355,0.04,0,10.0,327.1,42.363796,-71.1087861286
2020-07-14 07:00:00+00:00,1594710000,Clear,clear-night,0.0011,0.01,rain,69.46,70.46,67.22,0.93,1010.0,1.82,2.25,4,0.2,0,9.866,328.9,42.363796,-71.1087861286
2020-07-14 08:00:00+00:00,1594713600,Clear,clear-night,0.0004,0.01,rain,68.75,69.72,66.82,0.94,1010.2,2.4,5.88,337,0.2,0,10.0,331.1,42.363796,-71.1087861286
2020-07-14 09:00:00+00:00,1594717200,Partly Cloudy,partly-cloudy-night,0.0017,0.01,rain,68.58,69.51,66.42,0.93,1010.5,3.46,6.58,331,0.32,0,8.915,333.5,42.363796,-71.1087861286
2020-07-14 10:00:00+00:00,1594720800,Partly Cloudy,partly-cloudy-day,0.0044,0.03,rain,68.6,69.49,66.25,0.92,1011.1,3.28,7.4,352,0.39,0,9.511,336.1,42.363796,-71.1087861286
2020-07-14 11:00:00+00:00,1594724400,Clear,clear-day,0.0149,0.06,rain,69.73,70.64,66.75,0.9,1011.7,4.29,8.58,344,0.26,0,10.0,338.6,42.363796,-71.1087861286
2020-07-14 12:00:00+00:00,1594728000,Clear,clear-day,0.0221,0.07,rain,72.62,73.52,67.46,0.84,1012.2,5.67,8.91,359,0.07,2,10.0,340.7,42.363796,-71.1087861286
2020-07-14 13:00:00+00:00,1594731600,Clear,clear-day,0.0169,0.07,rain,74.5,75.37,67.6,0.79,1012.5,8.36,11.13,359,0.17,3,10.0,342.7,42.363796,-71.1087861286
2020-07-14 14:00:00+00:00,1594735200,Clear,clear-day,0.0083,0.06,rain,75.25,75.96,66.5,0.74,1012.9,6.26,12.85,15,0.29,4,10.0,342.7,42.363796,-71.1087861286
2020-07-14 15:00:00+00:00,1594738800,Clear,clear-day,0.0086,0.09,rain,75.96,76.55,65.43,0.7,1013.1,6.64,11.83,16,0.26,6,10.0,342.6,42.363796,-71.1087861286
2020-07-14 16:00:00+00:00,1594742400,Possible Light Rain,rain,0.0271,0.45,rain,76.15,76.82,66.24,0.71,1013.4,5.88,8.71,29,0.23,7,10.0,343.0,42.363796,-71.1087861286
2020-07-14 17:00:00+00:00,1594746000,Clear,clear-day,0.0048,0.07,rain,76.91,77.5,65.54,0.68,1013.5,6.69,9.03,57,0.21,7,10.0,343.3,42.363796,-71.1087861286
2020-07-14 18:00:00+00:00,1594749600,Clear,clear-day,0.0121,0.11,rain,77.88,78.45,65.4,0.66,1013.9,5.53,9.46,62,0.26,7,10.0,352.2,42.363796,-71.1087861286
2020-07-14 19:00:00+00:00,1594753200,Clear,clear-day,0.0117,0.12,rain,78.08,78.61,65.01,0.64,1014.1,6.75,10.2,75,0.3,5,10.0,350.2,42.363796,-71.1087861286
2020-07-14 20:00:00+00:00,1594756800,Partly Cloudy,partly-cloudy-day,0.0117,0.14,rain,75.46,75.99,64.89,0.7,1014.5,7.6,12.05,88,0.32,4,10.0,346.1,42.363796,-71.1087861286
2020-07-14 21:00:00+00:00,1594760400,Partly Cloudy,partly-cloudy-day,0.0119,0.2,rain,73.8,74.31,64.61,0.73,1015.0,8.54,11.28,74,0.36,2,10.0,343.0,42.363796,-71.1087861286
2020-07-14 22:00:00+00:00,1594764000,Partly Cloudy,partly-cloudy-day,0.0176,0.23,rain,70.58,71.22,65.06,0.83,1015.7,8.52,15.34,66,0.45,1,10.0,342.8,42.363796,-71.1087861286
2020-07-14 23:00:00+00:00,1594767600,Mostly Cloudy,partly-cloudy-day,0.0117,0.23,rain,69.5,70.14,64.77,0.85,1016.4,8.74,13.59,63,0.69,0,10.0,343.8,42.363796,-71.1087861286
2020-07-15 00:00:00+00:00,1594771200,Mostly Cloudy,partly-cloudy-day,0.0006,0.04,rain,68.09,68.67,63.94,0.87,1017.1,6.79,14.91,63,0.75,0,10.0,333.9,42.363796,-71.1087861286
2020-07-15 01:00:00+00:00,1594774800,Mostly Cloudy,partly-cloudy-night,0.0003,0.02,rain,67.83,68.41,63.87,0.87,1018.1,5.8,14.45,59,0.8,0,10.0,332.0,42.363796,-71.1087861286
2020-07-15 02:00:00+00:00,1594778400,Mostly Cloudy,partly-cloudy-night,0.0009,0.04,rain,67.59,68.14,63.59,0.87,1019.0,6.03,12.94,57,0.78,0,10.0,335.3,42.363796,-71.1087861286
2020-07-15 03:00:00+00:00,1594782000,Mostly Cloudy,partly-cloudy-night,0.0015,0.06,rain,67.25,67.73,63.04,0.86,1019.4,5.35,11.29,68,0.79,0,10.0,329.0,42.363796,-71.1087861286
2020-07-15 04:00:00+00:00,1594785600,Mostly Cloudy,partly-cloudy-night,0.0012,0.04,rain,66.94,67.36,62.44,0.85,1019.6,4.23,8.71,36,0.81,0,10.0,326.2,42.363796,-71.1087861286
2020-07-15 05:00:00+00:00,1594789200,Mostly Cloudy,partly-cloudy-night,0.0016,0.04,rain,66.53,66.96,62.47,0.87,1019.6,3.92,8.32,26,0.61,0,10.0,324.8,42.363796,-71.1087861286
2020-07-15 06:00:00+00:00,1594792800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,65.92,66.4,62.62,0.89,1019.4,3.89,8.47,3,0.6,0,10.0,323.7,42.363796,-71.1087861286
2020-07-15 07:00:00+00:00,1594796400,Mostly Cloudy,partly-cloudy-night,0.0007,0.03,rain,65.84,66.35,62.8,0.9,1019.9,4.9,8.9,357,0.6,0,10.0,322.5,42.363796,-71.1087861286
2020-07-15 08:00:00+00:00,1594800000,Mostly Cloudy,partly-cloudy-night,0.0011,0.03,rain,65.39,65.87,62.46,0.9,1020.2,5.02,11.2,23,0.67,0,10.0,321.4,42.363796,-71.1087861286
2020-07-15 09:00:00+00:00,1594803600,Mostly Cloudy,partly-cloudy-night,0.003,0.1,rain,64.64,65.09,62.05,0.91,1020.7,8.32,14.14,51,0.73,0,9.995,320.1,42.363796,-71.1087861286
2020-07-15 10:00:00+00:00,1594807200,Possible Drizzle,rain,0.0059,0.45,rain,63.94,64.36,61.62,0.92,1021.3,6.78,12.19,46,0.63,0,9.581,318.6,42.363796,-71.1087861286
2020-07-15 11:00:00+00:00,1594810800,Overcast,cloudy,0.0009,0.05,rain,64.28,64.67,61.51,0.91,1021.9,7.37,12.14,45,0.88,0,10.0,316.9,42.363796,-71.1087861286
2020-07-15 12:00:00+00:00,1594814400,Overcast,cloudy,0.0004,0.01,rain,64.83,65.28,62.04,0.91,1022.4,7.24,11.5,50,0.88,1,10.0,315.3,42.363796,-71.1087861286
2020-07-15 13:00:00+00:00,1594818000,Possible Drizzle,rain,0.0035,0.33,rain,65.41,65.86,62.27,0.9,1023.0,6.65,9.98,41,0.89,3,10.0,313.8,42.363796,-71.1087861286
2020-07-15 14:00:00+00:00,1594821600,Overcast,cloudy,0.0009,0.02,rain,66.9,67.32,62.49,0.86,1023.2,5.55,9.27,34,0.95,3,10.0,312.1,42.363796,-71.1087861286
2020-07-15 15:00:00+00:00,1594825200,Overcast,cloudy,0.0003,0.01,rain,68.94,69.31,62.57,0.8,1023.4,6.22,9.55,54,0.96,4,10.0,310.9,42.363796,-71.1087861286
2020-07-15 16:00:00+00:00,1594828800,Overcast,cloudy,0.0009,0.01,rain,69.63,69.83,61.44,0.75,1023.4,6.26,11.45,58,0.89,5,10.0,310.5,42.363796,-71.1087861286
2020-07-15 17:00:00+00:00,1594832400,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,70.68,70.79,60.84,0.71,1023.2,6.6,11.15,64,0.72,6,10.0,310.3,42.363796,-71.1087861286
2020-07-15 18:00:00+00:00,1594836000,Partly Cloudy,partly-cloudy-day,0.0,0.0,,70.82,70.87,60.36,0.7,1023.7,7.99,10.36,69,0.58,6,10.0,309.6,42.363796,-71.1087861286
2020-07-15 19:00:00+00:00,1594839600,Partly Cloudy,partly-cloudy-day,0.0004,0.01,rain,71.6,71.6,59.98,0.67,1024.1,8.31,9.43,82,0.54,5,10.0,314.4,42.363796,-71.1087861286
2020-07-15 20:00:00+00:00,1594843200,Partly Cloudy,partly-cloudy-day,0.0,0.0,,72.19,72.21,60.17,0.66,1023.9,6.78,9.76,89,0.42,4,10.0,310.0,42.363796,-71.1087861286
2020-07-15 21:00:00+00:00,1594846800,Partly Cloudy,partly-cloudy-day,0.0008,0.01,rain,70.28,70.31,60.06,0.7,1024.2,6.22,9.57,90,0.38,3,10.0,306.3,42.363796,-71.1087861286
2020-07-15 22:00:00+00:00,1594850400,Clear,clear-day,0.0,0.0,,69.43,69.43,59.42,0.7,1024.0,8.75,10.41,90,0.26,1,10.0,304.5,42.363796,-71.1087861286
2020-07-15 23:00:00+00:00,1594854000,Clear,clear-day,0.0007,0.01,rain,67.28,67.28,58.5,0.73,1024.6,7.46,11.36,96,0.25,0,10.0,303.4,42.363796,-71.1087861286
2020-07-16 00:00:00+00:00,1594857600,Clear,clear-day,0.0,0.0,,65.8,65.8,58.41,0.77,1024.6,4.42,9.44,103,0.24,0,10.0,302.3,42.363796,-71.1087861286
2020-07-16 01:00:00+00:00,1594861200,Clear,clear-night,0.0,0.0,,64.79,64.79,58.43,0.8,1025.1,3.97,7.25,105,0.28,0,10.0,304.5,42.363796,-71.1087861286
2020-07-16 02:00:00+00:00,1594864800,Clear,clear-night,0.0008,0.01,rain,64.2,64.2,58.28,0.81,1025.4,3.57,7.36,114,0.25,0,10.0,303.2,42.363796,-71.1087861286
2020-07-16 03:00:00+00:00,1594868400,Clear,clear-night,0.0006,0.01,rain,63.21,63.21,57.66,0.82,1025.7,2.71,5.38,142,0.3,0,10.0,301.5,42.363796,-71.1087861286
2020-07-16 04:00:00+00:00,1594872000,Clear,clear-night,0.0,0.0,,62.76,62.76,57.49,0.83,1025.9,2.17,4.29,158,0.3,0,10.0,299.3,42.363796,-71.1087861286
2020-07-16 05:00:00+00:00,1594875600,Clear,clear-night,0.0006,0.01,rain,62.22,62.22,57.31,0.84,1026.1,1.89,2.92,192,0.27,0,10.0,296.7,42.363796,-71.1087861286
2020-07-16 06:00:00+00:00,1594879200,Partly Cloudy,partly-cloudy-night,0.0,0.0,,61.42,61.42,57.01,0.85,1025.9,1.25,1.7,275,0.39,0,10.0,295.9,42.363796,-71.1087861286
2020-07-16 07:00:00+00:00,1594882800,Partly Cloudy,partly-cloudy-night,0.0,0.0,,60.82,60.82,56.65,0.86,1026.2,1.29,2.99,253,0.36,0,10.0,294.4,42.363796,-71.1087861286
2020-07-16 08:00:00+00:00,1594886400,Partly Cloudy,partly-cloudy-night,0.0005,0.02,rain,59.96,59.96,56.09,0.87,1026.8,1.54,1.76,4,0.37,0,9.091,293.1,42.363796,-71.1087861286
2020-07-16 09:00:00+00:00,1594890000,Partly Cloudy,partly-cloudy-night,0.0,0.0,,59.79,59.79,55.87,0.87,1026.9,1.95,2.75,350,0.35,0,9.026,292.2,42.363796,-71.1087861286
2020-07-16 10:00:00+00:00,1594893600,Clear,clear-day,0.0008,0.01,rain,60.63,60.63,56.42,0.86,1027.6,1.99,2.63,357,0.27,0,10.0,291.8,42.363796,-71.1087861286
2020-07-16 11:00:00+00:00,1594897200,Clear,clear-day,0.0,0.0,,63.9,63.9,58.35,0.82,1028.0,2.18,3.46,18,0.21,1,10.0,291.8,42.363796,-71.1087861286
2020-07-16 12:00:00+00:00,1594900800,Clear,clear-day,0.0,0.0,,67.13,67.13,59.22,0.76,1028.6,2.62,6.21,64,0.12,2,10.0,291.7,42.363796,-71.1087861286
2020-07-16 13:00:00+00:00,1594904400,Clear,clear-day,0.0004,0.01,rain,68.57,68.57,58.62,0.71,1028.4,4.98,7.76,72,0.14,4,10.0,293.9,42.363796,-71.1087861286
2020-07-16 14:00:00+00:00,1594908000,Clear,clear-day,0.0006,0.01,rain,69.89,69.89,58.27,0.67,1028.1,5.92,9.66,80,0.17,6,10.0,292.5,42.363796,-71.1087861286
2020-07-16 15:00:00+00:00,1594911600,Clear,clear-day,0.0,0.0,,70.64,70.64,57.61,0.63,1027.9,8.43,10.94,87,0.2,7,10.0,291.5,42.363796,-71.1087861286
2020-07-16 16:00:00+00:00,1594915200,Clear,clear-day,0.0,0.0,,70.75,70.75,57.59,0.63,1027.5,7.71,11.38,99,0.31,8,10.0,291.2,42.363796,-71.1087861286
2020-07-16 17:00:00+00:00,1594918800,Partly Cloudy,partly-cloudy-day,0.0,0.0,,71.43,71.43,58.07,0.63,1027.5,6.42,10.02,98,0.34,8,10.0,289.0,42.363796,-71.1087861286
2020-07-16 18:00:00+00:00,1594922400,Partly Cloudy,partly-cloudy-day,0.0,0.0,,71.59,71.59,57.91,0.62,1026.9,6.57,11.61,93,0.47,7,10.0,291.6,42.363796,-71.1087861286
2020-07-16 19:00:00+00:00,1594926000,Partly Cloudy,partly-cloudy-day,0.0,0.0,,70.7,70.7,58.06,0.64,1027.1,8.37,11.35,105,0.57,5,10.0,297.2,42.363796,-71.1087861286
2020-07-16 20:00:00+00:00,1594929600,Partly Cloudy,partly-cloudy-day,0.0,0.0,,69.78,69.78,57.4,0.65,1026.6,9.59,13.4,102,0.55,4,10.0,297.8,42.363796,-71.1087861286
2020-07-16 21:00:00+00:00,1594933200,Partly Cloudy,partly-cloudy-day,0.0,0.0,,68.72,68.72,57.33,0.67,1026.4,8.77,13.39,103,0.53,3,10.0,297.7,42.363796,-71.1087861286
2020-07-16 22:00:00+00:00,1594936800,Partly Cloudy,partly-cloudy-day,0.0,0.0,,67.56,67.56,56.95,0.69,1026.3,10.69,15.31,108,0.48,1,10.0,296.1,42.363796,-71.1087861286
2020-07-16 23:00:00+00:00,1594940400,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,66.1,66.1,56.78,0.72,1026.3,9.09,13.14,114,0.62,0,10.0,293.7,42.363796,-71.1087861286
2020-07-17 00:00:00+00:00,1594944000,Partly Cloudy,partly-cloudy-day,0.0,0.0,,64.47,64.47,56.21,0.75,1026.4,8.1,12.0,112,0.51,0,10.0,292.4,42.363796,-71.1087861286
2020-07-17 01:00:00+00:00,1594947600,Partly Cloudy,partly-cloudy-night,0.0,0.0,,63.58,63.58,56.06,0.77,1026.1,5.7,10.15,123,0.46,0,10.0,293.1,42.363796,-71.1087861286
2020-07-17 02:00:00+00:00,1594951200,Partly Cloudy,partly-cloudy-night,0.0,0.0,,63.13,63.13,56.1,0.78,1026.0,4.71,10.75,136,0.35,0,10.0,293.7,42.363796,-71.1087861286
2020-07-17 03:00:00+00:00,1594954800,Partly Cloudy,partly-cloudy-night,0.0,0.0,,62.59,62.59,55.76,0.78,1025.9,4.91,10.44,134,0.35,0,10.0,294.2,42.363796,-71.1087861286
2020-07-17 04:00:00+00:00,1594958400,Partly Cloudy,partly-cloudy-night,0.0,0.0,,61.92,61.92,55.49,0.79,1025.4,4.6,9.86,156,0.41,0,10.0,294.4,42.363796,-71.1087861286
2020-07-17 05:00:00+00:00,1594962000,Partly Cloudy,partly-cloudy-night,0.0008,0.01,rain,61.37,61.37,55.15,0.8,1025.5,5.23,10.84,165,0.39,0,10.0,294.5,42.363796,-71.1087861286
2020-07-17 06:00:00+00:00,1594965600,Partly Cloudy,partly-cloudy-night,0.0,0.0,,60.6,60.6,55.05,0.82,1024.6,4.23,8.83,164,0.41,0,10.0,293.9,42.363796,-71.1087861286
2020-07-17 07:00:00+00:00,1594969200,Partly Cloudy,partly-cloudy-night,0.0,0.0,,60.1,60.1,55.1,0.84,1024.2,4.59,9.26,167,0.41,0,10.0,297.1,42.363796,-71.1087861286
2020-07-17 08:00:00+00:00,1594972800,Partly Cloudy,partly-cloudy-night,0.0006,0.02,rain,60.02,60.02,55.63,0.85,1024.1,3.75,9.57,184,0.44,0,10.0,296.4,42.363796,-71.1087861286
2020-07-17 09:00:00+00:00,1594976400,Partly Cloudy,partly-cloudy-night,0.0,0.0,,60.58,60.58,56.23,0.86,1024.0,5.72,12.4,170,0.52,0,10.0,295.6,42.363796,-71.1087861286
2020-07-17 10:00:00+00:00,1594980000,Mostly Cloudy,partly-cloudy-day,0.0048,0.09,rain,60.89,60.89,56.55,0.86,1023.8,4.18,10.77,184,0.69,0,10.0,294.6,42.363796,-71.1087861286
